"NOC","Year","Athletes","Sports","Events","Is host","Mean Sex","Mean Sport Participation","Mean Event Participation","Bronze Last Olympics","Silver Last Olympics","Gold Last Olympics","Bronze","Silver","Gold","Total","Rank"
"Spain","2008","282","29","147","0","0.588732394366197","854.146478873239","80.8619718309859","6","11","3","3","11","5","19","14"
"Jamaica","2008","50","4","29","0","0.454545454545455","2168.5303030303","56.7424242424242","2","1","2","2","4","5","11","15"
"Poland","2008","257","23","165","0","0.572784810126582","899.012658227848","59.4462025316456","5","2","3","2","5","4","11","16"
"Ethiopia","2008","27","1","10","0","0.517241379310345","2244","49.1379310344828","2","3","2","1","2","4","7","17"
"Romania","2008","101","16","80","0","0.488372093023256","932.56976744186","68.1627906976744","6","5","8","4","1","4","9","18"
"Cuba","2008","158","18","102","0","0.64327485380117","876.111111111111","65.6608187134503","11","7","9","17","10","3","30","19"
"Canada","2008","332","30","185","0","0.581291759465479","763.026726057906","74.7728285077951","3","6","3","8","9","3","20","20"
"Hungary","2008","169","20","126","0","0.523148148148148","839.768518518518","62.162037037037","3","6","8","2","5","3","10","21"
"Norway","2008","84","15","49","0","0.42156862745098","749.745098039216","92.8921568627451","1","0","5","1","5","3","9","22"
"Brazil","2008","265","28","145","0","0.50887573964497","884.786982248521","93.0236686390533","3","2","5","10","4","3","17","23"
"Belarus","2008","177","24","122","0","0.594936708860759","941.029535864979","56.2616033755274","6","5","2","7","4","3","14","24"
"Czech Republic","2008","134","21","105","0","0.550632911392405","907.594936708861","54.6329113924051","5","3","1","1","3","3","7","25"
"Slovakia","2008","57","14","54","0","0.582089552238806","1050.17910447761","48.9850746268657","2","2","2","0","3","3","6","26"
"New Zealand","2008","178","17","78","0","0.557213930348259","665.796019900498","108.213930348259","0","2","3","4","2","3","9","27"
"Georgia","2008","35","11","35","0","0.763157894736842","536.552631578947","36.7894736842105","0","2","2","2","2","3","7","28"
"Kazakhstan","2008","130","19","106","0","0.493150684931507","773.404109589041","58.7328767123288","3","4","1","4","3","2","9","29"
"Denmark","2008","84","16","62","0","0.703703703703704","744.435185185185","62.5185185185185","5","1","2","3","2","2","7","30"
"North Korea","2008","58","12","38","0","0.333333333333333","601.757575757576","76.5","1","4","0","2","2","2","6","31"
"Thailand","2008","47","12","43","0","0.433962264150943","851.641509433962","40.188679245283","4","1","3","2","2","2","6","31"
"Mongolia","2008","28","7","29","0","0.451612903225806","604.870967741935","34.741935483871","1","0","0","0","2","2","4","33"
"Switzerland","2008","83","20","75","0","0.586206896551724","731.594827586207","53.4741379310345","3","1","1","4","1","2","7","34"
"Argentina","2008","131","19","71","0","0.613793103448276","695.931034482759","113.71724137931","4","0","2","4","0","2","6","35"
"Mexico","2008","83","23","73","0","0.504854368932039","946.660194174757","47.3300970873786","1","3","0","2","0","2","4","36"
"Belgium","2008","94","16","55","0","0.803571428571429","931.017857142857","115.642857142857","2","0","1","0","0","2","2","37"
"Zimbabwe","2008","13","6","15","0","0.5","1627","51.625","1","1","1","0","3","1","4","38"
"Slovenia","2008","61","11","60","0","0.63013698630137","1203.49315068493","55.4657534246575","3","1","0","2","2","1","5","39"
"Azerbaijan","2008","44","10","37","0","0.681818181818182","441.454545454545","34.9545454545455","4","0","1","4","1","1","6","40"
"Indonesia","2008","24","7","17","0","0.576923076923077","500.307692307692","37.0769230769231","2","1","1","4","1","1","6","40"
"Bulgaria","2008","70","15","60","0","0.597701149425287","914.747126436782","61.2183908045977","9","1","2","3","1","1","5","42"
"Turkey","2008","67","12","67","0","0.704225352112676","1014.32394366197","37.5492957746479","4","3","3","3","1","1","5","42"
"Chinese Taipei","2008","79","15","41","0","0.521739130434783","413.663043478261","92.7065217391304","1","2","2","2","1","1","4","44"
"Finland","2008","57","14","55","0","0.542857142857143","1099.12857142857","44.4857142857143","0","2","0","2","1","1","4","44"
"Latvia","2008","47","11","33","0","0.660377358490566","1038.94339622642","67.7924528301887","0","4","0","1","1","1","3","46"
"Dominican Republic","2008","24","9","21","0","0.703703703703704","858.111111111111","46.0740740740741","0","0","1","0","1","1","2","47"
"Estonia","2008","47","13","42","0","0.679245283018868","1197.75471698113","51.5094339622642","2","1","0","0","1","1","2","47"
"Portugal","2008","77","16","65","0","0.666666666666667","1187.64367816092","48.2758620689655","1","2","0","0","1","1","2","47"
"Trinidad and Tobago","2008","28","4","19","0","0.628571428571429","2082.82857142857","64.8857142857143","1","0","0","0","1","1","2","47"
"India","2008","53","12","48","0","0.567164179104478","945.656716417911","46.5820895522388","0","1","0","2","0","1","3","51"
"Iran","2008","54","12","40","0","0.945454545454545","543.309090909091","61.4545454545455","2","2","2","1","0","1","2","52"
"Cameroon","2008","32","9","16","0","0.78125","791.71875","167.0625","0","0","1","0","0","1","1","53"
"Panama","2008","5","3","5","0","0.6","1663.6","40.2",NA,NA,NA,"0","0","1","1","53"
"Tunisia","2008","26","10","28","0","0.586206896551724","807.896551724138","36.7931034482759",NA,NA,NA,"0","0","1","1","53"
"Sweden","2008","123","20","81","0","0.42603550295858","859.112426035503","77.5443786982248","1","2","4","1","4","0","5","56"
"Lithuania","2008","71","16","54","0","0.576923076923077","1024.05128205128","63.6666666666667","0","2","1","2","3","0","5","57"
"Nigeria","2008","74","10","36","0","0.471910112359551","1100.98876404494","116.752808988764","2","0","0","2","3","0","5","57"
"Croatia","2008","99","15","66","0","0.76","795.272","86.384","2","2","1","3","2","0","5","59"
"Colombia","2008","67","16","74","0","0.633333333333333","939.888888888889","48.0111111111111","2","0","0","1","2","0","3","60"
"Greece","2008","152","23","105","0","0.551136363636364","940.681818181818","64.4943181818182","4","6","6","1","2","0","3","60"
"Armenia","2008","24","7","24","0","0.923076923076923","534.615384615385","29.8846153846154",NA,NA,NA,"4","1","0","5","62"
"Uzbekistan","2008","56","14","67","0","0.710144927536232","963.797101449275","43.9565217391304","2","1","2","3","1","0","4","63"
"Austria","2008","70","16","62","0","0.591397849462366","779.075268817204","49.6129032258064","1","4","2","2","1","0","3","64"
"Ireland","2008","358","23","190","0","0.527950310559006","1004.94202898551","61.1138716356108",NA,NA,NA,"2","1","0","3","64"
"Kyrgyzstan","2008","20","9","22","0","0.818181818181818","985.409090909091","36.7727272727273",NA,NA,NA,"2","1","0","3","64"
"Serbia","2008","87","11","42","0","0.721649484536082","728.59793814433","121.896907216495",NA,NA,NA,"2","1","0","3","64"
"Algeria","2008","56","12","44","0","0.614035087719298","891.473684210526","58.5087719298246",NA,NA,NA,"1","1","0","2","68"
"Bahamas","2008","25","4","22","0","0.666666666666667","1898.66666666667","60.6363636363636","1","0","1","1","1","0","2","68"
"Morocco","2008","47","7","35","0","0.755102040816326","1422.36734693878","39.530612244898","0","1","2","1","1","0","2","68"
"Tajikistan","2008","15","8","16","0","0.8125","767.5","42.375",NA,NA,NA,"1","1","0","2","68"
"Chile","2008","26","14","26","0","0.758620689655172","931.689655172414","52.6206896551724","1","0","2","0","1","0","1","72"
"Ecuador","2008","25","9","23","0","0.692307692307692","1328.76923076923","47.0769230769231",NA,NA,NA,"0","1","0","1","72"
"Iceland","2008","27","5","18","0","0.709677419354839","1067.48387096774","107.032258064516",NA,NA,NA,"0","1","0","1","72"
"Malaysia","2008","31","10","29","0","0.619047619047619","747.97619047619","38.5",NA,NA,NA,"0","1","0","1","72"
"Samoa","2008","6","5","7","0","0.714285714285714","870","38.5714285714286",NA,NA,NA,"0","1","0","1","72"
"Singapore","2008","25","6","25","0","0.361111111111111","800.25","48.2777777777778",NA,NA,NA,"0","1","0","1","72"
"South Africa","2008","134","20","89","0","0.553072625698324","1068.34078212291","75.5698324022346","2","3","1","0","1","0","1","72"
"Sudan","2008","9","2","8","0","0.555555555555556","2189","53.3333333333333",NA,NA,NA,"0","1","0","1","72"
"Vietnam","2008","13","8","18","0","0.444444444444444","770.722222222222","50.7222222222222",NA,NA,NA,"0","1","0","1","72"
"Egypt","2008","100","19","68","0","0.706896551724138","482.73275862069","72.051724137931","3","1","1","2","0","0","2","81"
"Afghanistan","2008","4","2","4","0","0.75","1185","49",NA,NA,NA,"1","0","0","1","82"
"Israel","2008","43","12","47","0","0.583333333333333","844.966666666667","51.6666666666667","1","0","1","1","0","0","1","82"
"Mauritius","2008","11","7","11","0","0.545454545454545","1098.09090909091","51.2727272727273",NA,NA,NA,"1","0","0","1","82"
"Moldova","2008","29","8","28","0","0.733333333333333","1381.56666666667","43.6666666666667",NA,NA,NA,"1","0","0","1","82"
"Togo","2008","4","4","4","0","0.75","830","42.5",NA,NA,NA,"1","0","0","1","82"
"Venezuela","2008","108","21","83","0","0.53968253968254","622.166666666667","70.5396825396825","2","0","0","1","0","0","1","82"
"United States","2012","529","31","245","0","0.502177068214804","956.481857764877","64.8011611030479","37","39","36","30","26","48","104","1"
"China","2012","365","29","206","0","0.44258872651357","784.795407098121","58.6910229645094","30","22","48","22","31","39","92","2"
"Great Britain","2012","530","32","249","1","0.511695906432749","783.884502923977","79.3230994152047","19","13","19","18","18","29","65","3"
"Russia","2012","427","30","238","0","0.484517304189435","884.32058287796","59.2695810564663","23","13","24","26","21","18","65","4"
"South Korea","2012","249","25","140","0","0.564102564102564","590.509615384615","87.4134615384615","8","11","13","9","9","13","31","5"
"Germany","2012","383","27","213","0","0.547058823529412","830.305882352941","59.6666666666667","14","11","16","13","20","11","44","6"
"France","2012","324","28","188","0","0.570422535211268","810.18779342723","69.2511737089202","20","16","7","13","11","11","35","7"
"Australia","2012","405","29","208","0","0.527237354085603","807.011673151751","69.1342412451362","17","15","14","12","15","8","35","8"
"Italy","2012","281","28","169","0","0.554973821989529","758.041884816754","61.3246073298429","10","9","8","11","9","8","28","9"
"Hungary","2012","151","21","111","0","0.562189054726368","893.980099502488","67.5124378109453","2","5","3","6","4","8","18","10"
"Japan","2012","291","29","178","0","0.49874686716792","831.644110275689","74.5989974937343","8","8","9","17","14","7","38","11"
"Iran","2012","52","13","51","0","0.807017543859649","722.80701754386","39.3859649122807","1","0","1","1","5","7","13","12"
"Netherlands","2012","173","19","95","0","0.527027027027027","789.617117117117","74.7072072072072","4","5","7","8","6","6","20","13"
"New Zealand","2012","178","16","87","0","0.53921568627451","685.323529411765","97.1274509803922","4","2","3","5","2","6","13","14"
"Ukraine","2012","230","25","174","0","0.529605263157895","1002.55263157895","46.0460526315789","11","4","7","10","4","5","19","15"
"Cuba","2012","109","14","86","0","0.593220338983051","1173.47457627119","36.7627118644068","17","10","3","7","3","5","15","16"
"Spain","2012","278","27","135","0","0.59882005899705","759.587020648967","89.6489675516224","3","11","5","6","10","4","20","17"
"Jamaica","2012","45","4","25","0","0.467741935483871","2176.41935483871","57.0806451612903","2","4","5","4","5","4","13","18"
"Czech Republic","2012","133","21","99","0","0.509433962264151","879.383647798742","54.1320754716981","1","3","3","3","4","4","11","19"
"South Africa","2012","124","17","65","0","0.579310344827586","989.993103448276","101.068965517241","0","1","0","1","1","4","6","20"
"North Korea","2012","51","11","27","0","0.298245614035088","507.263157894737","94.1929824561404","2","2","2","2","0","4","6","21"
"Brazil","2012","246","27","138","0","0.529411764705882","766.424836601307","91.7254901960784","10","4","3","9","5","3","17","22"
"Kazakhstan","2012","113","19","106","0","0.643939393939394","768.909090909091","48.4090909090909","4","3","2","6","2","3","11","23"
"Poland","2012","210","24","148","0","0.56640625","949.58203125","51.8671875","2","5","4","6","2","3","11","23"
"Ethiopia","2012","33","2","14","0","0.529411764705882","2234.47058823529","52.9705882352941","1","2","4","3","2","3","8","25"
"Croatia","2012","107","17","53","0","0.584745762711864","578.618644067797","100.779661016949","3","2","0","2","1","3","6","26"
"Canada","2012","272","28","179","0","0.412429378531073","837.511299435028","59.2316384180791","8","9","3","10","6","2","18","27"
"Belarus","2012","160","23","110","0","0.535135135135135","961.091891891892","64.0972972972973","7","4","3","3","5","2","10","28"
"Kenya","2012","47","4","23","0","0.568627450980392","2116.50980392157","50.5294117647059","6","4","6","7","4","2","13","29"
"Denmark","2012","113","17","69","0","0.51006711409396","676.496644295302","72.744966442953","3","2","2","3","4","2","9","30"
"Romania","2012","105","15","75","0","0.529032258064516","791.2","60.941935483871","4","1","4","1","4","2","7","31"
"Azerbaijan","2012","52","15","57","0","0.728813559322034","538.627118644068","31.271186440678","4","1","1","5","2","2","9","32"
"Switzerland","2012","98","19","71","0","0.706349206349206","747.015873015873","83.2936507936508","4","1","2","0","2","2","4","33"
"Norway","2012","61","15","46","0","0.536231884057971","858.753623188406","75.1159420289855","1","5","3","1","1","2","4","34"
"Lithuania","2012","62","14","54","0","0.583333333333333","1073.79166666667","65.1388888888889","2","3","0","3","0","2","5","35"
"Tunisia","2012","83","17","50","0","0.758620689655172","532.022988505747","88.9310344827586","0","0","1","1","0","2","3","36"
"Sweden","2012","133","21","81","0","0.392857142857143","656.738095238095","84.0833333333333","1","4","0","3","4","1","8","37"
"Colombia","2012","101","19","81","0","0.466666666666667","994.45","70.4583333333333","1","2","0","5","3","1","9","38"
"Mexico","2012","99","23","75","0","0.621848739495798","750.949579831933","75.6974789915966","2","0","2","4","3","1","8","39"
"Georgia","2012","34","10","35","0","0.777777777777778","592.777777777778","34.8888888888889","2","2","3","3","2","1","6","40"
"Ireland","2012","594","32","253","0","0.515789473684211","813.636842105263","76.8657894736842","2","1","0","4","1","1","6","41"
"Argentina","2012","137","23","66","0","0.695945945945946","564.324324324324","105.932432432432","4","0","2","2","1","1","4","42"
"Serbia","2012","116","15","55","0","0.686567164179104","677.014925373134","90.910447761194","2","1","0","2","1","1","4","42"
"Slovenia","2012","65","15","68","0","0.384615384615385","980.576923076923","47.8333333333333","2","2","1","2","1","1","4","42"
"Trinidad and Tobago","2012","25","6","22","0","0.684210526315789","1959.36842105263","56.3421052631579","0","1","1","2","1","1","4","42"
"Turkey","2012","112","16","80","0","0.436974789915966","957.344537815126","63.4705882352941","3","1","1","1","1","1","3","46"
"Dominican Republic","2012","33","10","21","0","0.416666666666667","998.194444444444","77.3333333333333","0","1","1","0","1","1","2","47"
"Chinese Taipei","2012","44","14","40","0","0.4","586.509090909091","42.5272727272727","2","1","1","1","0","1","2","48"
"Latvia","2012","45","12","38","0","0.72","1305.66","47.4","1","1","1","1","0","1","2","48"
"Algeria","2012","38","12","29","0","0.564102564102564","705.102564102564","68.7179487179487","1","1","0","0","0","1","1","50"
"Bahamas","2012","21","2","16","0","0.551724137931034","2226.96551724138","57.2413793103448","1","1","0","0","0","1","1","50"
"Bahrain","2012","12","3","11","0","0.285714285714286","2049.57142857143","47.2857142857143",NA,NA,NA,"0","0","1","1","50"
"Grenada","2012","8","3","8","0","0.625","1916.75","46.625",NA,NA,NA,"0","0","1","1","50"
"Uganda","2012","15","4","12","0","0.75","1927.875","50.9375",NA,NA,NA,"0","0","1","1","50"
"Venezuela","2012","68","15","70","0","0.576470588235294","944.635294117647","44.9764705882353","1","0","0","0","0","1","1","50"
"Egypt","2012","109","21","87","0","0.659090909090909","508.871212121212","68.9848484848485","2","0","0","1","3","0","4","56"
"India","2012","81","13","55","0","0.694736842105263","645.715789473684","67.6210526315789","2","0","1","4","2","0","6","57"
"Mongolia","2012","29","7","32","0","0.5625","566.625","37.0625","0","2","2","3","2","0","5","58"
"Thailand","2012","37","15","37","0","0.511627906976744","539.093023255814","33.5348837209302","2","2","2","2","2","0","4","59"
"Bulgaria","2012","63","17","56","0","0.52","712.813333333333","61.0133333333333","3","1","1","1","2","0","3","60"
"Finland","2012","56","14","61","0","0.463768115942029","1122.63768115942","45.9130434782609","2","1","1","1","2","0","3","60"
"Indonesia","2012","22","8","16","0","0.590909090909091","487.863636363636","38.7272727272727","4","1","1","1","2","0","3","60"
"Slovakia","2012","47","11","52","0","0.538461538461538","898.092307692308","47.3230769230769","0","3","3","3","1","0","4","63"
"Belgium","2012","111","16","71","0","0.654929577464789","810.225352112676","87.612676056338","0","0","2","2","1","0","3","64"
"Armenia","2012","24","9","30","0","0.870967741935484","776","35.6129032258064","4","1","0","1","1","0","2","65"
"Estonia","2012","32","11","30","0","0.694444444444444","1127","47.8333333333333","0","1","1","1","1","0","2","65"
"Malaysia","2012","28","9","25","0","0.578947368421053","444.894736842105","39.3684210526316","0","1","0","1","1","0","2","65"
"Puerto Rico","2012","25","8","25","0","0.678571428571429","1204.42857142857","44.7142857142857",NA,NA,NA,"1","1","0","2","65"
"Qatar","2012","12","4","13","0","0.642857142857143","1412.85714285714","52.5",NA,NA,NA,"1","1","0","2","65"
"Botswana","2012","4","2","4","0","0.75","1779.25","44.5",NA,NA,NA,"0","1","0","1","70"
"Cyprus","2012","13","7","12","0","0.692307692307692","1084.46153846154","39.6153846153846",NA,NA,NA,"0","1","0","1","70"
"Gabon","2012","21","5","7","0","0.904761904761905","601.857142857143","202.380952380952",NA,NA,NA,"0","1","0","1","70"
"Guatemala","2012","19","11","21","0","0.583333333333333","1050.54166666667","55.6666666666667",NA,NA,NA,"0","1","0","1","70"
"Montenegro","2012","33","7","9","0","0.558823529411765","438.852941176471","139.941176470588",NA,NA,NA,"0","1","0","1","70"
"Portugal","2012","76","14","75","0","0.571428571428571","1048.05102040816","51.265306122449","0","1","1","0","1","0","1","70"
"Uzbekistan","2012","53","14","52","0","0.660714285714286","823.357142857143","33.7678571428571","3","1","0","3","0","0","3","76"
"Greece","2012","102","20","76","0","0.608695652173913","1002.52173913043","60.9130434782609","1","2","0","2","0","0","2","77"
"Singapore","2012","23","9","29","0","0.333333333333333","773.444444444444","49.0555555555556","0","1","0","2","0","0","2","77"
"Afghanistan","2012","6","4","6","0","0.833333333333333","913.166666666667","41.1666666666667","1","0","0","1","0","0","1","79"
"Cameroon","2012","32","9","16","0","0.3125","593.71875","124.71875","0","0","1","1","0","0","1","79"
"Hong Kong","2012","41","13","44","0","0.472727272727273","745.2","49.2545454545455",NA,NA,NA,"1","0","0","1","79"
"Kuwait","2012","10","4","11","0","0.75","1125.5","46.4166666666667",NA,NA,NA,"1","0","0","1","79"
"Morocco","2012","63","12","40","0","0.716417910447761","1068.62686567164","99.1194029850746","1","1","0","1","0","0","1","79"
"Saudi Arabia","2012","18","5","14","0","0.91304347826087","1279.91304347826","48.5217391304348",NA,NA,NA,"1","0","0","1","79"
"Tajikistan","2012","16","7","16","0","0.8125","635.375","29.4375","1","1","0","1","0","0","1","79"
"Vietnam","2012","18","11","23","0","0.333333333333333","752.916666666667","40.9166666666667","0","1","0","1","0","0","1","79"
"United States","2016","555","33","245","0","0.486787204450626","992.018080667594","68.6369958275382","30","26","48","38","37","46","121","1"
"Great Britain","2016","360","26","198","0","0.556485355648536","948.424686192469","65.336820083682","18","18","29","17","23","27","67","2"
"China","2016","390","32","209","0","0.408817635270541","815.028056112224","64.250501002004","22","31","39","26","18","26","70","3"
"Russia","2016","284","29","181","0","0.5","632.233990147783","58.9039408866995","26","21","18","20","17","19","56","4"
"Germany","2016","418","29","217","0","0.541044776119403","922.686567164179","73.6511194029851","13","20","11","15","10","17","42","5"
"Japan","2016","335","32","186","0","0.520642201834862","869.73623853211","79.2889908256881","17","14","7","21","8","12","41","6"
"France","2016","392","32","202","0","0.576171875","753.00390625","75.23828125","13","11","11","14","18","10","42","7"
"South Korea","2016","207","26","117","0","0.551330798479088","602.509505703422","81.9239543726236","9","9","13","9","3","9","21","8"
"Italy","2016","309","26","171","0","0.533834586466165","786.032581453634","62.4937343358396","11","9","8","8","12","8","28","9"
"Australia","2016","420","31","194","0","0.492277992277992","838.604247104247","76.0656370656371","12","15","8","10","11","8","29","10"
"Netherlands","2016","237","23","122","0","0.465045592705167","825.772036474164","76.1185410334347","8","6","6","4","7","8","19","11"
"Hungary","2016","153","20","113","0","0.558823529411765","927.171568627451","57.3774509803922","6","4","8","4","3","8","15","12"
"Brazil","2016","458","34","222","1","0.555746140651801","771.36192109777","87.2349914236707","9","5","3","6","6","7","19","13"
"Spain","2016","306","28","146","0","0.526170798898072","791.867768595041","88.2093663911846","6","10","4","6","4","7","17","14"
"Kenya","2016","79","7","29","0","0.575","1654.8625","85.5875","7","4","2","1","6","6","13","15"
"Jamaica","2016","56","4","32","0","0.441558441558442","2367.76623376623","58.7532467532468","4","5","4","2","3","6","11","16"
"Croatia","2016","85","18","47","0","0.741935483870968","658.645161290323","93.1290322580645","2","1","3","2","3","5","10","17"
"Cuba","2016","117","19","99","0","0.699300699300699","1066.37762237762","51.6993006993007","7","3","5","4","2","5","11","18"
"New Zealand","2016","195","20","100","0","0.508620689655172","686.681034482759","87.9568965517241","5","2","6","5","9","4","18","19"
"Canada","2016","309","31","175","0","0.37283950617284","999","71.7407407407407","10","6","2","15","3","4","22","20"
"Uzbekistan","2016","70","15","69","0","0.6625","897.775","40.975","3","0","0","7","2","4","13","21"
"Colombia","2016","143","21","85","0","0.515923566878981","916.942675159236","101.031847133758","5","3","1","3","2","3","8","22"
"Switzerland","2016","102","17","80","0","0.598684210526316","876.25","56.25","0","2","2","2","2","3","7","23"
"Iran","2016","63","15","46","0","0.835820895522388","697.537313432836","60.1940298507463","1","5","7","4","1","3","8","24"
"Greece","2016","92","16","65","0","0.644230769230769","1167.44230769231","69.0769230769231","2","0","0","2","1","3","6","25"
"Argentina","2016","215","26","80","0","0.646551724137931","543.870689655172","124.495689655172","2","1","1","0","1","3","4","26"
"Denmark","2016","117","16","67","0","0.573426573426573","760.825174825175","89.6573426573427","3","4","2","7","6","2","15","27"
"Sweden","2016","150","22","79","0","0.397849462365591","747.940860215054","102.440860215054","3","4","1","3","6","2","11","28"
"South Africa","2016","135","15","70","0","0.703225806451613","1165.36774193548","106.025806451613","1","1","4","2","6","2","10","29"
"Kazakhstan","2016","101","19","98","0","0.536585365853659","892.056910569106","41.9756097560976","6","2","3","10","5","2","17","30"
"Ukraine","2016","204","24","142","0","0.466911764705882","1016.0625","50.7463235294118","10","4","5","4","5","2","11","31"
"Serbia","2016","103","14","56","0","0.551181102362205","663.834645669291","85.0787401574803","2","1","1","2","4","2","8","32"
"Poland","2016","234","24","144","0","0.567474048442907","1091.79238754325","60.3356401384083","6","2","3","6","3","2","11","33"
"North Korea","2016","30","9","28","0","0.342105263157895","603.368421052632","45.4736842105263","2","0","4","2","3","2","7","34"
"Belgium","2016","104","19","74","0","0.615942028985507","1057.91304347826","78.3985507246377","2","1","0","2","2","2","6","35"
"Thailand","2016","54","15","45","0","0.482758620689655","513.672413793103","43.1724137931034","2","2","0","2","2","2","6","35"
"Slovakia","2016","51","12","49","0","0.619047619047619","1074.07936507937","51.5873015873016","3","1","0","0","2","2","4","37"
"Georgia","2016","40","12","40","0","0.688888888888889","627.444444444444","35.2444444444444","3","2","1","4","1","2","7","38"
"Azerbaijan","2016","56","15","62","0","0.768115942028985","604.188405797101","38.1014492753623","5","2","2","10","7","1","18","39"
"Belarus","2016","120","22","86","0","0.457746478873239","1013.8661971831","55.5985915492958","3","5","2","4","4","1","9","40"
"Turkey","2016","100","21","88","0","0.546218487394958","1071.02521008403","58.0420168067227","1","1","1","4","3","1","8","41"
"Armenia","2016","31","8","32","0","0.705882352941177","770.176470588235","37.0588235294118","1","1","0","0","3","1","4","42"
"Czech Republic","2016","104","20","92","0","0.585185185185185","981.6","47.037037037037","3","4","4","7","2","1","10","43"
"Ethiopia","2016","37","3","16","0","0.447368421052632","2410.07894736842","68.1842105263158","3","2","3","5","2","1","8","44"
"Slovenia","2016","63","12","45","0","0.585714285714286","957.6","83.3285714285714","2","1","1","1","2","1","4","45"
"Indonesia","2016","28","7","20","0","0.645161290322581","479.806451612903","35.6451612903226","1","2","0","0","2","1","3","46"
"Romania","2016","95","15","62","0","0.380165289256198","920.157024793388","69.0495867768595","1","4","2","2","1","1","4","47"
"Bahrain","2016","33","4","20","0","0.606060606060606","2326.33333333333","70.8787878787879","0","0","1","0","1","1","2","48"
"Vietnam","2016","22","10","24","0","0.428571428571429","828.285714285714","38.8214285714286","1","0","0","0","1","1","2","48"
"Chinese Taipei","2016","55","18","46","0","0.462686567164179","528.328358208955","48.6268656716418","1","0","1","2","0","1","3","50"
"Bahamas","2016","29","3","20","0","0.552631578947368","2308.05263157895","60.0526315789474","0","0","1","1","0","1","2","51"
"Ivory Coast","2016","12","6","12","0","0.4","1467","53.8",NA,NA,NA,"1","0","1","2","51"
"Fiji","2016","53","10","14","0","0.679245283018868","484.283018867925","164.433962264151",NA,NA,NA,"0","0","1","1","54"
"Jordan","2016","8","6","8","0","0.875","854.375","55.25",NA,NA,NA,"0","0","1","1","54"
"Kosovo","2016","8","5","8","0","0.375","1269","58.875",NA,NA,NA,"0","0","1","1","54"
"Puerto Rico","2016","40","15","27","0","0.317073170731707","984.682926829268","78.0243902439024","1","1","0","0","0","1","1","54"
"Singapore","2016","24","7","24","0","0.375","718.75","49.75","2","0","0","0","0","1","1","54"
"Tajikistan","2016","7","4","7","0","0.714285714285714","1316.14285714286","53.1428571428571","1","0","0","0","0","1","1","54"
"Malaysia","2016","32","10","29","0","0.547619047619048","504.547619047619","38.7857142857143","1","1","0","1","4","0","5","60"
"Mexico","2016","122","27","80","0","0.597122302158273","674.338129496403","84.841726618705","4","3","1","2","3","0","5","61"
"Venezuela","2016","85","20","77","0","0.723809523809524","822.333333333333","55.4857142857143","0","0","1","1","2","0","3","62"
"Algeria","2016","64","13","48","0","0.824324324324324","959","107.108108108108","0","0","1","0","2","0","2","63"
"Ireland","2016","436","26","200","0","0.574430823117338","942.653239929948","68.5026269702277","4","1","1","0","2","0","2","63"
"Lithuania","2016","67","15","49","0","0.75","1039.9625","69.2125","3","0","2","3","1","0","4","65"
"Bulgaria","2016","50","14","51","0","0.568965517241379","877.120689655172","42.3620689655172","1","2","0","2","1","0","3","66"
"India","2016","112","15","67","0","0.523076923076923","927.276923076923","88.8461538461538","4","2","0","1","1","0","2","67"
"Mongolia","2016","43","9","41","0","0.565217391304348","653.413043478261","44.5217391304348","3","2","0","1","1","0","2","67"
"Burundi","2016","9","3","9","0","0.6","2108.1","74.9",NA,NA,NA,"0","1","0","1","69"
"Grenada","2016","6","2","4","0","0.833333333333333","2194.66666666667","43.5","0","0","1","0","1","0","1","69"
"Niger","2016","6","4","6","0","0.666666666666667","1444.5","55.5",NA,NA,NA,"0","1","0","1","69"
"Philippines","2016","13","8","13","0","0.538461538461538","969.769230769231","46",NA,NA,NA,"0","1","0","1","69"
"Qatar","2016","37","10","20","0","0.952380952380952","811.5","96.7142857142857","1","1","0","0","1","0","1","69"
"Norway","2016","62","13","53","0","0.519480519480519","974.506493506493","77.3376623376623","1","1","2","4","0","0","4","74"
"Egypt","2016","118","23","87","0","0.664233576642336","486.78102189781","63.3503649635037","1","3","0","3","0","0","3","75"
"Tunisia","2016","61","17","47","0","0.676923076923077","678.230769230769","73.8153846153846","1","0","2","3","0","0","3","75"
"Israel","2016","47","16","45","0","0.474576271186441","985.101694915254","57.1864406779661",NA,NA,NA,"2","0","0","2","77"
"Austria","2016","71","23","61","0","0.529411764705882","640.682352941176","49.4",NA,NA,NA,"1","0","0","1","78"
"Dominican Republic","2016","26","11","22","0","0.733333333333333","1413.63333333333","53.8666666666667","0","1","1","1","0","0","1","78"
"Estonia","2016","46","13","31","0","0.571428571428571","1211.89795918367","53.0612244897959","1","1","0","1","0","0","1","78"
"Finland","2016","54","17","55","0","0.507462686567164","1169.97014925373","48.6865671641791","1","2","0","1","0","0","1","78"
"Morocco","2016","48","13","39","0","0.596153846153846","1315.88461538462","50.75","1","0","0","1","0","0","1","78"
"Nigeria","2016","71","10","36","0","0.636363636363636","1176.20779220779","114.168831168831",NA,NA,NA,"1","0","0","1","78"
"Portugal","2016","90","17","61","0","0.679245283018868","983.867924528302","92.3207547169811","0","1","0","1","0","0","1","78"
"Trinidad and Tobago","2016","28","8","24","0","0.581395348837209","2072.20930232558","62.8139534883721","2","1","1","1","0","0","1","78"
